"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"59196","817","Palstave/Axe Blade Frag.","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24444220623","https://farm2.staticflickr.com/1701/24444220623_aeff1aacd0_m.jpg"
"59197","226","Socketed Axe","","","Carshalton Park, Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/25071092205","https://farm2.staticflickr.com/1569/25071092205_43e32af997_m.jpg"
"59197","580","Socketed Axe","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/25071092205","https://farm2.staticflickr.com/1569/25071092205_43e32af997_m.jpg"
"59197","817","Socketed Axe","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/25071092205","https://farm2.staticflickr.com/1569/25071092205_43e32af997_m.jpg"
"59198","226","Socketed Axe","","","Carshalton Park, Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","Broken & flattened socket","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24952962692","https://farm2.staticflickr.com/1472/24952962692_051fe81942_m.jpg"
"59198","580","Socketed Axe","","","Carshalton Park,Surrey","Carshalton Park, Carshalton, Carshalton, Greater London SM5, Royaume-Uni","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","Broken & flattened socket.","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24952962692","https://farm2.staticflickr.com/1472/24952962692_051fe81942_m.jpg"
"59198","817","Socketed Axe","","","CARSHALTON PARK,SURREY","Carshalton Park, Carshalton, Carshalton, Greater London SM5, UK","-0.16081050000002506","51.3617587","","None","None","None","","","","","","","","","","","Broken & flattened socket","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24952962692","https://farm2.staticflickr.com/1472/24952962692_051fe81942_m.jpg"
"59199","226","Socketed Axe","","","Hermitage Hoard, Staffs","Staffordshire, UK","-2.057186799999954","52.8792745","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/25071091905","https://farm2.staticflickr.com/1611/25071091905_d3aaa30c92_m.jpg"
"59199","580","Socketed Axe","","","Hermitage Hoard, Staffs.","Staffordshire, Royaume-Uni","-2.057186799999954","52.8792745","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/25071091905","https://farm2.staticflickr.com/1611/25071091905_d3aaa30c92_m.jpg"
"59199","817","Socketed Axe","","","HERMITAGE HOARD, STAFFS","Staffordshire, UK","-2.057186799999954","52.8792745","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/25071091905","https://farm2.staticflickr.com/1611/25071091905_d3aaa30c92_m.jpg"
"59200","226","Socketed Spearhead","","","Hermitage Hoard, Staffs","Staffordshire, UK","-2.057186799999954","52.8792745","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24775482610","https://farm2.staticflickr.com/1618/24775482610_17d471da63_m.jpg"
"59200","580","Socketed Spearhead","","","Hermitage Hoard, Staffs.","Staffordshire, Royaume-Uni","-2.057186799999954","52.8792745","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24775482610","https://farm2.staticflickr.com/1618/24775482610_17d471da63_m.jpg"
"59200","817","Socketed Spearhead","","","HERMITAGE HOARD, STAFFS.","Staffordshire, UK","-2.057186799999954","52.8792745","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24775482610","https://farm2.staticflickr.com/1618/24775482610_17d471da63_m.jpg"
"59201","226","Awl (?)","","","Moyses Hall, West Row, Suffolk","West Row, Bury Saint Edmunds, Suffolk IP28, UK","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24703447329","https://farm2.staticflickr.com/1676/24703447329_959f268335_m.jpg"
