"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"40565","817","Bracelet","","ex R.W. Kennard’s,Sotheby's Sale, 25-6.iii.30.,Lot 54.","Switzerland ?,Lake Dwellings ?,(Catalogued as ""Probably from France."")","Switzerland","46.818188","8.227511999999933","","None","None","None","","","","","","","","","","","On back incised lines, chevron-wise with black band dividing along centre of ridge, interspersed with double concentric circlets.","Sotheby's Catalogue, 25.iii.30, p. 8.","","JP OConnor","https://www.flickr.com/photos/115096994@N02/17985960913","https://farm1.staticflickr.com/402/17985960913_3395b56701_m.jpg"
"40566","433","Ring","","Private Collection,Professor Sir Lucas White-King, CSI, LLD, FSA late of Roebuck Hall, Co. Dublin,Sold by Auction at Sotheby's 9.11.21, Lot 115","Switzerland,Swiss Lake Dwellings,Onnens,?Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","","Diameters 18 x 15.5; side 10.5","","","No patina.","Smooth. Dark brown bronze colour.","1","","","","Decorated with drilled surface holes.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18580196916","https://farm1.staticflickr.com/533/18580196916_ba2bbced0e_m.jpg"
"40566","658","Ring","","Private Collection,, , Professor Sir Lucas White-King, CSI, LLD, FSA,, , late of Roebuck Hall, Co. Dublin,, , Sold by auction at Sotheby's, 9/11/21,, , Lot 115.","Switzerland,, Swiss Lake Dwellings,, Onneus,, ?Concise","",,,"","None","None","None","","Diameter: 18 x 15.5; side 10.5","","","no patina.","smooth, dark brown bronze colour.","1","","","","Decorated with drilled surface holes.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18580196916","https://farm1.staticflickr.com/533/18580196916_ba2bbced0e_m.jpg"
"40566","817","Ring.","","Private,Professor Sir Lucas White-King CSI. LLD. FSA.,Late of Roebuck Hall. Co Dublin.,Sold by Auction at Sotheby's 9-11-21.,Lot 115.","Switzerland,Swiss Lake Dwellings,Onnens,? Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","","18","","","","smooth, dark brown bronze colour","1","Width shows ""Diameters 18 x 15.5 | side 10.5"".","","","Decorated with drilled surface holes.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18580196916","https://farm1.staticflickr.com/533/18580196916_ba2bbced0e_m.jpg"
"40567","433","Ring","","Horniman Museum,Forest Hill SE,Bought from the Backhouse Collection","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","","Diameters 32 + 33","","","No patina.","Dark brown smooth. A good deal of golden bronze visible.","1","","Bronze","","Round like wire.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18602022272","https://farm1.staticflickr.com/318/18602022272_d11a096258_m.jpg"
"40567","658","Ring","7.412A","Horniman Museum,, , Forest Hill, SE,, , Bought from the Backhouse Collection.","Switzerland,, Swiss Lake Dwellings","",,,"","None","None","None","Diameter: 32 & 33","","","","no patina.","dark brown smooth, a good deal of golden bronze visible.","1","","Bronze","","round like wire.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18602022272","https://farm1.staticflickr.com/318/18602022272_d11a096258_m.jpg"
"40567","817","Ring","7.412A.","Horniman Museum,Forest Hill SE.,Bought from the Backhouse Colln.","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","32","","","","no","dark brown smooth. a good deal of golden bronze visible","1","Length shows ""Diameters 32mm & 33mm"".","","","round like wire","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18602022272","https://farm1.staticflickr.com/318/18602022272_d11a096258_m.jpg"
"40568","433","Ring","","Horniman Museum,Forest Hill SE,Bought from the Backhouse Collection","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","","Diameters 28 + 29","","","No patina.","Smooth, of bright golden colour.","3","","Bronze","","Round like wire","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18606528455","https://farm9.staticflickr.com/8861/18606528455_517e7df6fe_m.jpg"
"40568","658","Ring","7.412A","Horniman Museum,, , Forest Hill, SE,, , brought from the Backhouse Collection.","Switzerland,, Swiss Lake Dwellings.","",,,"","None","None","None","Diameters: 28 & 29","","","","no patina.","smooth, of bright golden colour.","3","","Bronze","","round like wire.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18606528455","https://farm9.staticflickr.com/8861/18606528455_517e7df6fe_m.jpg"
"40568","817","Ring","","Horniman Museum,Forest Hill SE.,bought from the Backhouse Colln.","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","28","","","","no","smooth, of bright golden colour.","3","Length shows ""Diameters 28mm & 29mm"".","Bronze","","round like wire.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18606528455","https://farm9.staticflickr.com/8861/18606528455_517e7df6fe_m.jpg"
"40569","433","Ring","","Horniman Museum,Forest Hill, SE,Bought from the Backhouse Collection","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","","Diameters 28 + 26","","","No patina.","Smooth. Bright golden in colour.","2 1/2 thickest part","","Bronze","","Round like wire.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18601971062","https://farm1.staticflickr.com/533/18601971062_655347d75c_m.jpg"
"40569","658","Ring","7.412A","Horniman Museum,, , Forest Hill, SE,, , bought from the Backhouse Collection.","Switzerland,, Swiss Lake Dwellings","",,,"","None","None","None","Diameters 28 & 26","","","","no patina.","smooth, bright golden in colour.","2.5 thickest part","","Bronze","","round like wire.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18601971062","https://farm1.staticflickr.com/533/18601971062_655347d75c_m.jpg"
"40569","817","Ring","7.412 A","Horniman Museum,Forest Hill SE.,bought from the Backhouse Colln.","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","28","","","","no","Smooth, bright golden in colour.","2.5","Length shows ""Diameters 28mm & 26mm"". Thickness shows ""2½mm thickest part"".","Bronze","","round like wire.","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18601971062","https://farm1.staticflickr.com/533/18601971062_655347d75c_m.jpg"
"40570","433","Ring","","Horniman Museum,Forest Hill, SE,Bought from the Backhouse Collection","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","","Diameters 23.5 + 24","","","No patina.","Smooth, mostly golden bronze.","2.5","","Bronze","","Round like wire.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17983825534","https://farm1.staticflickr.com/426/17983825534_1d82fb8efd_m.jpg"
"40570","658","Ring","7.412A","Horniman Museum,, , Forest Hill, SE,, , Bought from the Backhouse Collection.","Switzerland,, Swiss Lake Dwellings","",,,"","None","None","None","Diameters 23.5 & 24","","","","no patina.","smooth mostly golden bronze.","2.5","","bronze","","round like wire.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/17983825534","https://farm1.staticflickr.com/426/17983825534_1d82fb8efd_m.jpg"
"40570","817","Ring","7.412 A","Horniman Museum,Forest Hill SE.,bought from the Backhouse Colln.","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","23.5","","","","no","Smooth mostly golden bronze","2.5","Length shows ""diameters 23.5mm & 24mm"".","bronze","","round like wire","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/17983825534","https://farm1.staticflickr.com/426/17983825534_1d82fb8efd_m.jpg"
"40571","433","Ring","","Horniman Museum,Forest Hill, SE,Bought from the Backhouse Collection","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","","Diameters 52 + 54","","","Dark green patina","Smooth","1.5 to 2","","Bronze","","Round like wire","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18580072576","https://farm9.staticflickr.com/8854/18580072576_f5c0530294_m.jpg"
"40571","658","Ring","7.412A","Horniman Museum,, , Forest Hill, SE,, , bought from the Backhouse Collection.","Switzerland,, Swiss Lake Dwellings07","",,,"","None","None","None","Diameters 52 & 54","","","","dark green patina.","smooth.","1.5 to 2","","bronze","","round like wire.","","","Susan Magyarody","https://www.flickr.com/photos/115096994@N02/18580072576","https://farm9.staticflickr.com/8854/18580072576_f5c0530294_m.jpg"
"40571","817","","","Horniman Museum,Forest Hill SE.,bought from the Backhouse Colln.","Switzerland,Swiss Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","52","","","","dark green","smooth","1.5","Length shows ""Diameters 52mm & 54mm"". Thickness shows ""1.5mm to 2mm"".","bronze","","round like wire","","","JP OConnor","https://www.flickr.com/photos/115096994@N02/18580072576","https://farm9.staticflickr.com/8854/18580072576_f5c0530294_m.jpg"
